date,callsource,nature,street
12/21/2023,PHONE,THREAT TERRORISTIC,S SOUTHWEST FWY
12/21/2023,PHONE,BURGLARY,N SOUTHWEST FWY
12/21/2023,SELF,TRAFFIC STOP,S SOUTHWEST FWY
12/21/2023,PHONE,ALARM BURGLAR,CHEYENNE RIVER CIR
12/21/2023,W911,911 HANG UP,S GRAND PKWY
12/21/2023,SELF,FOLLOW UP,
12/21/2023,SELF,TRAFFIC STOP,DULLES AVE/LEXINGTON BLVD
12/21/2023,PHONE,WELFARE CONCERN,CANADIAN RIVER DR
12/21/2023,SELF,FOLLOW UP,
12/21/2023,W911,RESIDENTIAL FIRE,AVENUE F
12/21/2023,SELF,CVE INSPECTION,FESTIVAL PARK RD
